title,date,time,location,map_link,host,price,link,picture,description
Forum Franco-Allemand in Metz,12.11.2024,12:00 Uhr,,,"Veranstalter: Deuxième Forum Franco-Allemand de Metz, Eurométropole Metz",,https://demarches.services.eurometropolemetz.eu/metz-metropole/s-inscrire-au-deuxieme-forum-franco-allemand-de-metz/,https://www.icm-bw.de/fileadmin/media/Bilder/News_Presse/2024-10-10_ICM-Tag_Ausstellung_XIRCON__1_.jpg,Ob Sicherheitsstandards oder Technologien zur Senkung von CO2 -Emissionen – keine Branche ist so sehr in Forschung und Entwicklung engagiert wie die Automobilindustrie. Innovative Ideen und neue Ansätze sind die Grundpfeiler für die Zukunft dieser Branche. In diesem Zusammenhang stechen Deutschland und Frankreich als zwei wichtige Akteure hervor. Das Forum Franco-Allemand 2024 in Metz stellt die Automobilindustrie in den Mittelpunkt der Debatten: Welcher Platz für das Auto im urbanen Raum? Welche Ausbildungen für eine dynamische Automobilbranche? Welche Innovationen für die Mobilität von morgen?
8. SDA-Jahresveranstaltung,13.11.2024,,,,,,,,"Eckdaten
                                                    
                                                        
                                                            
                                                                
                                                                    
                                                                    
                                                                        
                                                                            
                                                                                
                                                                                    Datum
                                                                                
                                                                                
                                                                                    
                                                                                    

                                                                                    
                                                                                            
                                                                                                    13.11.2024
                                                                                                
                                                                                        
                                                                                
                                                                            
                                                                        
                                                                        
                                                                            
                                                                                
                                                                                    Uhrzeit
                                                                                
                                                                                
                                                                                    

                                                                                    
                                                                                            11:30
                                                                                            bis 17:00 Uhr
                                                                                        
                                                                                
                                                                            
                                                                        
                                                                        
                                                                            
                                                                                
                                                                                    Veranstaltungsort
                                                                                
                                                                                
                                                                                    
                                                                                        
                                                                                            Messe Karlsruhe
                                                                                        
                                                                                        
                                                                                            
                                                                                            Messeallee 1
                                                                                        
                                                                                        
                                                                                            
                                                                                            76287 Rheinstetten
                                                                                        
                                                                                    
                                                                                
                                                                            
                                                                        

                                                                        
                                                                        
                                                                            
                                                                                
                                                                                    Zusatzinformationen
                                                                                
                                                                                
                                                                                    Veranstalter: Staatsministerium Baden-Württemberg und Messe Karlsruhe
                                                                                
                                                                            
                                                                        
                                                                    
                                                                
                                                            
                                                        
                                                    
                                                    
                                                    
                                                        
                                                            in iCal übernehmen
                                                        

                                                        
                                                            
                                                            
                                                                    
                                                                        Anmeldung"
formnext 2024,19.11.2024,"Messe Frankfurt
                                                                                        
                                                                                        
                                                                                            
                                                                                            Ludwig-Erhard-Anlage 1
                                                                                        
                                                                                        
                                                                                            
                                                                                            60327 Frankfurt am Main",Messe Frankfurt Ludwig-Erhard-Anlage 1 60327 Frankfurt am Main,,,,,https://www.icm-bw.de/fileadmin/media/Bilder/Events/2024_11_1N_2023_MJ-4.jpg,"Die Formnext zeigt die komplexe und vielschichtige Welt der additiven Fertigungsverfahren über das gesamte Materialspektrum von Polymeren über Metalle und weitere Werkstoffe in Kombination mit allen Prozessphasen modernster industrieller Produktion bis hinein in die Serie.
Als Hub für Additive Manufacturing ist die Formnext internationaler Meetingpoint für die Experten für industriellen 3D-Druck und Produktionsprofis einer Vielzahl von Anwendungsbranchen. Mit der Messe in Frankfurt sowie unterjährigem Content bündelt die Formnext Expertise und schafft ein einzigartiges Erlebnis fokussiert auf einen intensiven, fachlichen Austausch und Zugang zu den neuesten AM-Lösungen. Diese Kombination ermöglicht der Community, die nächste Generation der intelligenten industriellen Produktion aktiv zu gestalten."
3. Internationale Stuttgarter Konferenz zur Automobilproduktion (SCAP),20.11.2024,"ARENA2036 e.V.
                                                                                        
                                                                                        
                                                                                            
                                                                                            Pfaffenwaldring 19
                                                                                        
                                                                                        
                                                                                            
                                                                                            70569 Stuttgart",ARENA2036 e.V. Pfaffenwaldring 19 70569 Stuttgart,,,,,https://www.icm-bw.de/fileadmin/media/Bilder/Events/2024-11_ARENA2036_SCAP2022_4.jpg,"ARENA2036 veranstaltet die SCAP2024 in Zusammenarbeit mit dem Institut für Steuerungstechnik der Werkzeugmaschinen und Fertigungseinrichtungen der Universität Stuttgart (ISW). Die SCAP2024 ist ein Forum, das Wissenschaftler, Forscher und Entwickler einlädt, ihre Arbeiten zu fortschrittlichen Technologien in den Bereichen Robotik, Automatisierung, Simulation und Fertigungsinnovationen für die zukünftige Automobilproduktion vorzustellen und zu diskutieren."
"Demo Day des ""ICM Early Ride Program""",05.12.2024,Stuttgart,Stuttgart,,,,,https://www.icm-bw.de/fileadmin/media/Bilder/ICM-Accelerator/ICM_Intrapreneurship.JPG,"Das ICM Early Ride Program ist ein Inkubatorprogramm für Innovationsprojekte aus dem universitären Umfeld in Baden-Württemberg mit starkem Fokus auf Mobilität und Produktion. Wir helfen Studierenden, Promovierenden und Post-Docs von Forschungsinstitutionen, das Potenzial ihrer Forschung zu erkunden und ihren Unternehmergeist zu wecken.
Die Kombination aus Skill-Vermittlung für die Umsetzung von Innovationen in unterschiedlichem Kontext und der Einbindung etablierter Unternehmen schafft einen optimalen Nährboden für alle Teilnehmenden. Die Teilnehmerinnen und Teilnehmer lernen unternehmerisch zu denken und Marktpotentiale zu entdecken, zu testen und zu nutzen."
OPEN HOUSE – Space to Create,23. Oktober,9:00  Uhr,,,,,https://www.triangel.space/event/open-house-space-to-create-70/,https://www.triangel.space/wp-content/uploads/2023/07/Kopie-von-OpenHouse-16zu9-Grafik-1920x1080px-1024x576.png,"Unsere Reihe OPEN HOUSE – Space to Create schafft einen Raum für euch – zum Austauschen, Experimentieren, Vernetzen und Kreativ-Werden."
Campus trifft Kultur | Opening Party,25. Oktober,17:00  Uhr,,,,,https://www.triangel.space/event/campus-trifft-kultur-opening-party-2024/,https://www.triangel.space/wp-content/uploads/2024/10/Campus_trifft_Kultur_Triangel_03.11.23_SGphotographie_290-1024x682.png,Zum Start des neuen Wintersemesters bietet Campus trifft Kultur erneut ein vielfältiges Programm zum Kennenlernen der Karlsruher Kulturszene!
Sustainability Networking Night | Glückliches Leben,29. Oktober,19:00  Uhr,,,,,https://www.triangel.space/event/sustainability-networking-night-oktober-2024/,https://www.triangel.space/wp-content/uploads/2024/10/SNN_2024-10-29_LinkedIn-1024x576.png,
OPEN HOUSE – Space to Create,30. Oktober,9:00  Uhr,,,,,https://www.triangel.space/event/open-house-space-to-create-71/,https://www.triangel.space/wp-content/uploads/2023/07/Kopie-von-OpenHouse-16zu9-Grafik-1920x1080px-1024x576.png,"Unsere Reihe OPEN HOUSE – Space to Create schafft einen Raum für euch – zum Austauschen, Experimentieren, Vernetzen und Kreativ-Werden."
Abschlussevent Ideenwettbewerb 2024 & Kick Off von GROW,2. November,18:00  Uhr,"Kaiserstraße 93, Karlsruhe",,KIT-Gründerschmiede,Kostenlos,https://www.triangel.space/event/abschlussevent-ideenwettbewerb-2024-kick-off-von-grow/,https://www.triangel.space/wp-content/uploads/2024/10/Ideenwettbewerb-1024x576.png,"Wir feiern heute gleich doppelt: erstens die Gewinnerinnen und Gewinner des Ideenwettbewerbs 2024 und zweitens den Start des größten deutschen studentischen Start-up-Wettbewerbs GROW, organisiert durch die PionierGarage."
Eröffnungsabend mit David Kriesel,5. November,19:00  Uhr,,,,,https://www.triangel.space/event/eroeffnungsabend-mit-david-kriesel/,,"Bereitmachen zum Start! Die WISSENSWOCHE ANYMOS eröffnen wir am Dienstagabend um 19 Uhr, Einlass ab 18.30 Uhr, mit einem Paukenschlag! Gemeinsam mit David Kriesel gehen wir den Bahn-Daten auf den Grund."
OPEN HOUSE – Space to Create @WISSENSWOCHE ANYMOS,6. November,10:00  Uhr,,,,,https://www.triangel.space/event/open-house-space-to-create-wissenswoche-anymos/,https://www.triangel.space/wp-content/uploads/2024/10/20-1024x576.png,"Ab 10 Uhr ist unsere Reihe OPEN HOUSE – Space to Create am 06. November 2024 für euch da. Hier schaffen wir einen Raum für euch – zum Austauschen, Experimentieren, Vernetzen und Kreativ-Werden."
BRAIN BITES | Wie lernt KI und was bedeutet das für den Datenschutz?,6. November,12:30  Uhr,,,,,https://www.triangel.space/event/brainbites-wissenswoche-anymos/,,Lust auf Wissenshappen während Eurer Mittagspaus? Entdeckt die Welt der Künstlichen Intelligenz: Einblicke in Trainingsdaten und Datenschutz. Im Rahmen der WISSENSWOCHE ANYMOS findet ein spannendes “BRAIN BITES” von 12.30 bis 13.30 Uhr statt!
KINOte – Matrix in der Kinemathek,6. November,19:00  Uhr,Kaiserpassage 6,,TRIANGEL Transfer | Kultur | Raum,Kostenlos,https://www.triangel.space/event/wwanymos-kinote-matri/,https://www.triangel.space/wp-content/uploads/2024/10/22.png,TRIANGEL meets Kinemathek. Gemeinsam schauen wir den Film Matrix und diskutieren mit Expertinnen und Experten.
2. Mobility Café,7. November,8:00  Uhr,"Kaiserstraße 93, Karlsruhe",,TRIANGEL Transfer | Kultur | Raum,,https://www.triangel.space/event/wwanymos-mobility-cafe/,,"Bei Kaffee, Croissants und Brötchen über Mobilitätsapps diskutieren und in die Welt der Anonymisierung eintauchen!"
FairDay 2024,Oktober 24,9:00 - 21:00,SteamWork,,SteamWork,,,,"Die wichtigsten Infos
⏳ Wann: Donnerstag, 24. Oktober 2024, von 9 Uhr bis 21 Uhr
📍 Wo: SteamWork (morgens) & ZKM (mittags) in Karlsruhe
👉 Bis zum 15.09.2024 seid Ihr zum Earlybird-Preis von 79€ dabei. Der reguläre Ticketpreis beträgt 119€.
Hier geht es zur Anmeldung: https://eveeno.com/fairday24
 
Was Euch erwartet
Angesichts der Komplexität des richtigen Handelns wollen wir mit dem FairDay einen Tag ermöglichen, an dem wir voneinander lernen, uns vernetzen und austauschen und gegenseitig inspirieren. Durch den ehrlichen Austausch entstehen überraschende und wirklich innovative Lösungsansätze und unerwartete Partnerschaften.
Neben Best-Practice-Beispielen aus dem Mittelstand werden wir wieder Speaker*innen zu den Themen einladen, die uns jetzt gerade besonders beschäftigen, wie die Impact Economy, konsequente Kreislaufwirtschaft oder Sustainable Finance.
In Masterclasses teilen wir unser Wissen mit dem Schwarm. Die Masterclasses werden morgens stattfinden. Die verschiedenen Themen geben wir noch bekannt. Anmeldung zu den Workshops ist zu einem späteren Zeitpunkt für alle mit Ticket möglich. Die Masterclasses sind im Ticketpreis inbegriffen.
Mittags geht es dann weiter mit spannenden Impulsen in der tollen Kulisse des ZKM Zentrum für Kunst und Medien. Das komplette Programm findet Ihr unter Infos.

09.00 Uhr Check-In & Masterclasses im SteamWork
12.00 Uhr Check-In & Netzwerklunch im ZKM | Zentrum für Kunst und Medien
13.00 Uhr Hauptprogramm mit inspirierenden Impulsen in verschiedenen Formaten
18:30 Uhr Get-Together bei Fingerfood und Drinks bis spät

Weitere Informationen und das Programm finden Sie unter https://fairantwortung.org/new-event/fairday-2024/
 
Veranstaltet von der gemeinnützigen Initiative Fairantwortung gAG (www.fairantwortung.org).
Der FairDay wird ermöglicht durch die Hauptsponsorinnen KlimaAllianz Karlsruhe und Wirtschaftsförderung Karlsruhe sowie den Eventpartnern 4L Vision und GoodSpaces und unterstützt von: CyberForum, bluehands, ENI-Group, TechnologieRegion Karlsruhe, 4L Capital, 4L Legal, 4L Impact Strategies und allen Fairantworter*innen."
e4 TESTIVAL,Oktober 25,,e4 QUALIFICATION GmbH,,e4 QUALIFICATION GmbH,,https://www.e4testival.com/,,"Willkommen beim e4 TESTIVAL, Deutschlands fahraktivem Event für Neue Mobilität.​







“Seit 2018 gestaltet das e4 TESTIVAL die ultimative Driving Experience für Neue Mobilität am Standort Hockenheimring. Hier erhalten Sie nicht nur Einblicke und Informationen in die Mobilitätslösungen von morgen, sondern auch die Möglichkeit, diese direkt auf der Grand-Prix-Strecke unkompliziert selbst Probefahrten zu machen. Von E- Autos und E-Bikes, über E-Scooter und E-Transporter bis hin zu Last Mile und Fun Fahrzeugen.
Nutzen Sie die Ausstellung auf dem Gelände, um sich umfassend zu Technik und Recht, Ladeinfrastruktur und Zubehör, sowie Fördermöglichkeiten und innovativen Lösungen beraten zu lassen. Treten Sie in Austausch mit Pionieren der Mobilitätsbranche und lernen Sie von Experten, die vor Ort über ihre Erfahrungen berichten und Auskunft geben.”
 




Weitere Informationen finden Sie unter: https://www.e4testival.com/"
"Jahreskonferenz – Energie für Technik und Wirtschaft, KI & Energie und Grüne Technologien",November 7,10:00 - 17:30,EnergieForum,,EnergieForum,,,,"Jahreskonferenz – Energie für Technik und Wirtschaft 
KI & Energie und Grüne Technologien
am 07. November 2024 von 10.00 – 17.30 Uhr
Veranstaltungsort: vor Ort in der Hochschule Karlsruhe in der Moltkestraße
 
Die Organisatoren EnergieForum, Wirtschaftsförderung Karlsruhe und die Hochschule Karlsruhe laden sie herzlich ein zur Energy4u Konferenz ein.
Im Fokus stehen Energielösungen für den Mittelstand; technische und wirtschaftliche Beispiele, kurzfristig umsetzbare Ansätze für Lösungsmöglichkeiten zu einer nachhaltigeren Energieversorgung. Es werden zwei parallele Vortragsreihen geplant und einem Networking mit den Institutionen der Hochschule.
Parallel findet der Transfertag der Hochschule statt. Wer die 13 Institute der Hochschule Karlsruhe kennenlernen möchte, kann parallel zu den Vortragsreihen diesen Ausstellungsraum besuchen.
In Kürze wird ihnen das Programm hier zur Verfügung stehen. Info"
10. Deutscher Mobilitätskongress,November 11,,DVWG,,DVWG,,https://deutscher-mobilitaetskongress.de/,,Weitere Informationen finden Sie unter: https://deutscher-mobilitaetskongress.de/
Transformation Mittelstand in der Automobilindustrie – mittels KI,November 20,8:00 - 13:00,AEN,,AEN,,https://ae-network.de/transformation-mittelstand/,,– SAVE THE DATE –
Wissensreisen Geothermie Insheim,November 23,9:00 - 13:00,,,,,,,"Geothermie, Strom, Fernwärme, Lithium, was Sie schon immer über Geothermie wissen wollten!
Hier geht es zur Anmeldung: Wissensreise Geothermie Insheim (eveeno.com)
 
Weitere Informationen finden Sie unter https://ae-network.de/elektromobilitaet-und-energie/"
2. ÖPNV-Zukunftskongress,"Mai 5, 2025",,Kongresszentrum Konzerthaus Freiburg,,Kongresszentrum Konzerthaus Freiburg,,,,"Save the Date – Call for Papers – 2. ÖPNV-Zukunftskongress – 5. bis 7. Mai 2025 – Kongresszentrum Konzerthaus Freiburg
Sehr geehrte Damen und Herren,
liebe Kolleginnen und Kollegen,
der Countdown läuft: In weniger als einem Jahr ist es wieder so weit! Der ÖPNV-Zukunftskongress findet zum zweiten Mal unter neuem Namen vom 5. bis 7. Mai 2025 im Kongresszentrum Konzerthaus in Freiburg im Breisgau statt. Freuen Sie sich auf hochkarätige Keynote-Speaker, interessante Praxis-Sessions und spannende Diskussionen. Darüber hinaus bieten wir eine Plattform für innovative Aussteller, ausreichend Raum für Gespräche, Möglichkeiten zum Netzwerken und vieles mehr. Der Kongress wird in Präsenz durchgeführt.
Save the Date: Jetzt Anmeldestart vormerken
Wir haben Ihr Interesse geweckt? Dann merken Sie sich den Termin vom 5. bis 7. Mai 2025 bereits jetzt in Ihrem Kalender vor. Der Start der Registrierung ist für Oktober 2024 geplant. Leiten Sie das Save the Date gerne an Interessierte weiter.
Call for Papers: Ihr Impuls auf unserem Kongress
Mit dem Format eines Call for Papers möchten wir gemeinsam mit Ihnen die Schwerpunkte des Kongresses gestalten. Schlagen Sie Ihre Themen, Ideen für eine Präsentation, Referierende oder Praxisbeispiele vor, die die Branche derzeit oder zukünftig bewegen. Der Kongress wird u.a. folgende Themenbereiche aufgreifen: Personalgewinnung, Antriebswende, Anschlusssicherung, Angebotsausbau, ÖPNV-Kultur, Kommunikation, Künstliche Intelligenz, Automatisiertes Fahren und vieles mehr.
Reichen Sie Ihre Idee für einen Impuls ein, indem Sie das Formular auf unserer Homepage (https://www.zukunftsnetzwerk-oepnv.de/aktuelles/veranstaltungen/2-oepnv-zukunftskongress-2025) ausfüllen und per E-Mail (zukunftsnetzwerk-oepnv@nvbw.de) unter dem Stichwort „Call for Papers Zukunftskongress 2025“ zuschicken. Stichtag zur Einreichung ist Montag, 16. September 2024. Wir treffen aus Ihren Vorschlägen eine Auswahl und kommen im Zuge der Erarbeitung des Kongressprogramms auf Sie zu. Wir freuen uns auf Ihre Ideen!
Innovative Ausstellung: Ihre Interessenbekundung
Sie haben vor, sich als Aussteller im Rahmen der begleitenden Fachausstellung zu beteiligen? Sie möchten, dass wir Sie rechtzeitig zum Registrierungsstart – geplant im Oktober 2024 – mit allen relevanten Details informieren? Dann bekunden Sie jetzt Ihr Interesse für eine Ausstellungsfläche, indem Sie uns eine kurze E-Mail (Zukunftskongress@l-mc.com) unter dem Stichwort „Ausstellung Zukunftskongress 2025“ schreiben. Erste Informationen für Ausstellende zur Vorabplanung finden Sie ab Juli 2024 auf unserer Homepage (www.zukunftsnetzwerk-oepnv.de).
Up to Date: Nichts mehr verpassen
Sie wollen auch in Zukunft keine Veranstaltungen mehr verpassen? Alle Informationen rund um Kongresse und weitere Veranstaltungen werden auf der Homepage des Zukunftsnetzwerks ÖPNV kommuniziert. Abonnieren Sie jetzt unseren Newsletter und vernetzen Sie sich mit uns auf LinkedIn!
Erste Informationen zum ÖPNV-Zukunftskongress und weiteren Themen finden Sie auf der Homepage des Zukunftsnetzwerks ÖPNV (www.zukunftsnetzwerk-oepnv.de). 
Mit freundlichen Grüßen
Ihr Team des Zukunftsnetzwerks ÖPNV"
BuKo 2028 – WJ Karlsruhe plant,"Datum/Zeit
	Termin - 22. Oktober 202419:00 - 21:00",19:00 - 21:00,"nova GmbH Digitalagentur Zimmerstraße 6 76137 ,      
Karlsruhe Deutschland",,,,https://www.wj-karlsruhe.de/termine/wjkarlsruhe-goes-buko/,,"Liebe Wirtschaftsjuniorinnen und Wirtschaftsjunioren,
verehrte Senatorinnen und Senatoren,
geschätzte Mitglieder des Freundeskreises,
liebe Gäste,


Konferenzen sind eine der wichtigsten Plattformen für den Austausch zwischen nationalen und internationalen Wirtschaftsjunioren und zur Stärkung unseres Netzwerks. Sie geben den Teilnehmern neue Impulse und Ideen für eigene Projekte und persönliche Entwicklung. Mit hochwertigen Vorträgen und Seminaren, einem abwechslungsreichen Freizeitangebot und vielen unvergesslichen Abendveranstaltungen werden Konferenzen nicht umsonst als die Glanzlichter des Wirtschaftsjunioren-Daseins bezeichnet.
Unser Kreis hat in der Vergangenheit mehrere Konferenzen ausgerichtet. Wenn man als Mitglied der WJ-Karlsruhe an den Konferenzen teilnimmt, erhält man regelmäßig das positive Feedback, wie gut die Konferenzen waren, die von unserem Kreis organisiert wurden.
Hier ist die Übersicht der letzten von WJ Karlsruhe ausgerichteten Konferenzen:

2000: Bundeskonferenz in Baden-Baden
2010: Bundeskonferenz in Karlsruhe
2014: Landeskonferenz in Baden-Baden
2022: Landeskonferenz



Nun möchten wir diese Erfolgsserie fortsetzen und 2028 die Bundeskonferenz wieder zu uns in den Kreis holen. Das geht natürlich nur mit breiter Unterstützung aus den eigenen Reihen, also von Euch – sei es in Form von Ideen, Engagement, Sponsoring oder auch nur der Teilnahme an der BUKO 2028.

Daher laden wir euch herzlich zu unserem Kick-Off-Treffen „BUKO 2028“ zum Brainstorming und Sammeln von Ideen ein.

Themen:

Erste Roadmap bis zum Pitch bei der Delegiertenversammlung BuKo im September 2025
Festlegung des Konferenzstandorts
Brainstorming über: Konferenzmotto, Mögliche Locations, Sponsoring, Erste Aufgabenteilung, Wichtige Ansprechpartner, Ressorts
Erfahrungsaustausch: Dos and Don’ts & Must-Haves








Wir freuen uns auf den wertvollen Input unserer erfahrenen Mitglieder und des Freundeskreises. Eure Ideen und euer Engagement sind entscheidend für den Erfolg dieses Projekts. Ebenso sind wir auf die frischen Perspektiven und die aktive Beteiligung unserer neuen Mitglieder angewiesen – gemeinsam können wir die Konferenz zu einem unvergesslichen Erlebnis machen.


Wir freuen uns auf Euch!

Julian Faas & Tugce Zipperer
Koordinatoren Projekt „BuKo 2028“

Adrian Hönig

Vorsitzender 2024"
WIRTSCHAFTSJUNIOREN KARLSRUHE STELLEN SICH VOR – Infoveranstaltung für Interessierte,"Datum/Zeit
	Termin - 24. Oktober 202418:00 - 21:00",18:00 - 21:00,,,,,https://www.wj-karlsruhe.de/termine/wirtschaftsjunioren-karlsruhe-stellen-sich-vor-infoveranstaltung-fuer-interessierte-herbst/,,"Liebe Unternehmerinnen und Unternehmer,
liebe Führungskräfte,
gesellschaftspolitisches Engagement, die Fähigkeit, neue Wege einzuschlagen, selbst aktiv zu werden, dies alles kennzeichnet die Arbeit der Wirtschaftsjunioren Karlsruhe.
Die Wirtschaftsjunioren sind ein Zusammenschluss von jungen Unternehmer:innen und Führungskräften im Alter bis zu 40 Jahren, die unter dem Dach der Industrie- und Handelskammer Karlsruhe vereinigt sind.
Unsere Mitglieder treffen sich regelmäßig zu Vorträgen, Betriebsbesichtigungen und Workshops, um sich über wirtschafts- und gesellschaftspolitische Themen zu informieren.
Spezielle Ziele, wie z.B. Bildungs-, Umwelt- und Technologiefragen werden in Arbeitskreisen diskutiert. Dadurch wird es möglich, über den Tellerrand des eigenen Unternehmens hinauszublicken, neue Kontakte zu knüpfen und das eigene Netzwerk zu erweitern.
Du bist Unternehmer:in oder Führungskraft mit Personalverantwortung?
Nicht älter als 37 Jahre? Arbeitest oder wohnst im Einzugsgebiet der IHK Karlsruhe?
Du möchtest dich aktiv bei unseren spannenden Projekten einbringen, dich ehrenamtlich engagieren, weltweit spannende Kontakte knüpfen? Dann ist diese Infoveranstaltung genau das Richtige für dich!
Hier kannst du alles über WJ, die Arbeitskreise und unsere Projekte erfahren.

Wir freuen uns, euch im Palais Biron (Tagungshaus der deutschen Wirtschaft) in Baden-Baden begrüßen zu können. (Video zur Location)
 
Termin: 24.10.2024, 18:00 Uhr – 21:00 Uhr (verbindliche Anmeldung im Vorfeld notwendig)
Anmeldeschluss: 24.10.2024, 12:00 Uhr
Ort: Palais Biron, Baden-Baden (genaue Infos erhaltet Ihr nach Anmeldung – spätestens am Morgen der Veranstaltung)
Dresscode: Business
Wir freuen uns, euch persönlich kennenzulernen!
 
Nicolai Schmitteckert & Benjamin Völlinger
Leitung Team Mitglieder"
Arbeitskreis „Ball der badischen Wirtschaft“ 10/2024,"Datum/Zeit
	Termin - 24. Oktober 202419:00 - 21:00",19:00 - 21:00,"Kühners Wirtshaus Rastatter Straße 23 76199,      
Karlsruhe Deutschland",,,,https://www.wj-karlsruhe.de/termine/arbeitskreis-ball-der-badischen-wirtschaft-10-2024/,,"Wir laden alle Ball-begeisterten, aktiven WJ-Mitglieder herzlich ein, sich über den aktuellen Stand zum 10. Ball der badischen Wirtschaft des Jubiläumsjahres 2025 zu informieren und diesen mit zu gestalten.
Ort: Achtung neuer Ort: Kühners Wirtshaus, Rastatter Straße 23, Karlsruhe, DE 76199
 
Liebe Grüße
Euer BdbW-Team"
Team M Sitzung Oktober – Übergabesitzung,"Datum/Zeit
	Termin - 29. Oktober 202419:00 - 21:00",19:00 - 21:00,"tbd tbd ,      
tbd Deutschland",,,,https://www.wj-karlsruhe.de/termine/team-m-sitzung-oktober24/,,"Monatliche Arbeitskreissitzung des Team Mitglieder.
Dies ist keine öffentliche Sitzung, es können sich nur die Team-M-Mitglieder anmelden."
AK Technologie und Umwelt – Arbeitskreissitzung November 2024,"Datum/Zeit
	Termin - 11. November 202418:45 - 21:00",18:45 - 21:00,"ITL Karlsruhe GmbH Amalienstraße 25 76133,      
Karlsruhe Deutschland",,,,https://www.wj-karlsruhe.de/termine/aktu-nov24/,,"Liebe Wirtschaftsjunior*innen,
verehrte Senator*innen,
geschätzte Mitglieder des Freundeskreises,
liebe Gäste,
lieber Arbeitskreis Technologie und Umwelt,
der Arbeitskreis Technologie und Umwelt lädt zum monatlichen Arbeitskreistreffen.
Unsere Themen:

Weihnachtsbaumschlagen
Neue Projekte
AK TU schlaut sich auf

Unser Ablauf:
18:45 Uhr Come together
19:00 Uhr Start
Zu Gast sein werden wir bei Tugce Zipperer und der ITL Karlsruhe GmbH in Karlsruhe.
Solltest du gerne bei der Arbeitskreissitzung dabei sein wollen, du es aber aufgrund von Krankheit, Kind usw. nicht vor Ort schaffen, so bist du trotzdem herzlich eingeladen, online teilzunehmen.
Wir freuen uns auf DICH!
Viele Grüße
 
Saime Gözatas
 Leiterin
Arbeitskreis Technologie und Umwelt
Laura Keller
stellv. Leiterin
Arbeitskreis Technologie und Umwelt"
AK Bildung und Wirtschaft – Novembersitzung,"Datum/Zeit
	Termin - 12. November 202419:00 - 21:00",19:00 - 21:00,"Vollack Am Heegwald 26 76227 ,      
Karlsruhe Deutschland",,,,https://www.wj-karlsruhe.de/termine/ak-bildung-und-wirtschaft-novembersitzung-2/,,"Liebe Wirtschaftsjuniorinnen und Wirtschaftsjunioren,
verehrte Senatorinnen und Senatoren,
geschätzte Mitglieder des Freundeskreises, liebe Gäste,

gerne laden wir euch zur Novembersitzung 2024 des Arbeitskreis Bildung und Wirtschaft bei Tobias Wolf ein.
Hier die Eckdaten:


Wann: 12.11.2024, 19:00 – 21:00 Uhr
Wo: Vollack GmbH, Am Heegwald 26, 76227 Karlsruhe
Themen:

Planung aktueller Projekte (Mentoring, Plus statt pleite, Bewerbungstraining)
Planung zukünftiger Projekte




 
Herzliche Grüße
Daniela Roß
 Leiterin
Arbeitskreis Bildung & Wirtschaft
Annie Prenzlow
stellv. Leiterin
Arbeitskreis Bildung & Wirtschaft"
Jahreshauptversammlung 2024,"Datum/Zeit
	Termin - 14. November 202418:30 - 22:30",18:30 - 22:30,"IHK Karlsruhe – Saal Baden Lammstr. 13 ,      
76133 Karlsruhe Deutschland",,,,https://www.wj-karlsruhe.de/termine/jahreshauptversammlung-2024/,,"Liebe Wirtschaftsjuniorinnen und Wirtschaftsjunioren,
geschätzte Senatorinnen und Senatoren,
verehrte Mitglieder des Freundeskreises,
liebe Gäste,
das WJ-Jahr unter dem Motto ‚zusammen.halten – zusammen.handeln‘ war eine Reise voller gemeinsamer Momente, Projekte und Veranstaltungen. Stolz blicken wir auf das vergangene Jahr zurück und haben einen fulminanten Jahresabschluss geplant, bei dem Ihr nicht fehlen dürft.
Selbstverständlich dürft Ihr auch gespannt sein auf den Ausblick auf das Juniorenjahr 2025.
Freut euch auf die Jahreshauptversammlung unter dem Motto „The Tonight Show“ am
Donnerstag, 14. November, 18:30 Uhr in der IHK Karlsruhe
Dresscode: Business / Business Casual.
Die Jahreshauptversammlung ist für jeden Junior eine Pflichtveranstaltung. Neben der Wahl des neuen Vorstandsteams wird in diesem Jahr auch über den von vielen Mitgliedern neu entwickelten Ethik- und Verhaltenskodex abgestimmt. Der Kodexentwurf wird bis zum 23.10. auch an alle Mitglieder per E-Mail versendet und es gibt zwei Online-Termine, bei denen jede:r Wirtschaftsjunior:in die Möglichkeit hat, Fragen zu stellen und ggf. Anregungen einzubringen.
Wir zählen auf Eure rege Teilnahme und versprechen Euch einen besonderen Abend zum Abschluss des Juniorenjahres 2024.
Eure
Adrian Hönig                                       Manuel Bischof
Vorsitzender 2024                               stellv. Vorsitzender 2024"
